file_path,category
augmented_audio_dataset\Go\shift_backward_423.wav,Go
augmented_audio_dataset\Nine\speed_down_724.wav,Nine
augmented_audio_dataset\Sheila\reversed_1049.wav,Sheila
augmented_audio_dataset\Follow\volume_up_261.wav,Follow
augmented_audio_dataset\Go\pitch_up_407.wav,Go
augmented_audio_dataset\yes\shift_backward_1481.wav,yes
augmented_audio_dataset\two\reversed_1316.wav,two
augmented_audio_dataset\three\pitch_up_1176.wav,three
augmented_audio_dataset\Nine\pitch_up_723.wav,Nine
augmented_audio_dataset\Off\volume_up_815.wav,Off
augmented_audio_dataset\yes\noise_1496.wav,yes
augmented_audio_dataset\Marvin\reversed_656.wav,Marvin
processed_recorded_audio\House\House_04.wav,House
augmented_audio_dataset\visual\shift_forward_1440.wav,visual
augmented_audio_dataset\Eight\original_190.wav,Eight
augmented_audio_dataset\Seven\reversed_1025.wav,Seven
augmented_audio_dataset\Go\volume_down_437.wav,Go
augmented_audio_dataset\Forward\pitch_down_296.wav,Forward
augmented_audio_dataset\On\reversed_829.wav,On
processed_recorded_audio\Bird\Bird_21.wav,Bird
augmented_audio_dataset\Right\speed_down_967.wav,Right
augmented_audio_dataset\Eight\shift_backward_198.wav,Eight
processed_recorded_audio\yes\yes_22.wav,yes
augmented_audio_dataset\Right\shift_forward_972.wav,Right
augmented_audio_dataset\up\noise_1354.wav,up
augmented_audio_dataset\Left\speed_down_607.wav,Left
augmented_audio_dataset\One\noise_917.wav,One
augmented_audio_dataset\House\reversed_542.wav,House
augmented_audio_dataset\Down\noise_146.wav,Down
augmented_audio_dataset\Right\original_948.wav,Right
augmented_audio_dataset\Off\shift_forward_806.wav,Off
augmented_audio_dataset\Stop\shift_forward_1123.wav,Stop
augmented_audio_dataset\two\shift_backward_1291.wav,two
augmented_audio_dataset\Happy\speed_up_471.wav,Happy
augmented_audio_dataset\tree\speed_up_1242.wav,tree
augmented_audio_dataset\yes\speed_down_1487.wav,yes
augmented_audio_dataset\Four\volume_down_358.wav,Four
augmented_audio_dataset\visual\speed_up_1419.wav,visual
augmented_audio_dataset\wow\pitch_up_1451.wav,wow
augmented_audio_dataset\tree\speed_down_1259.wav,tree
augmented_audio_dataset\two\pitch_down_1292.wav,two
augmented_audio_dataset\Left\pitch_up_611.wav,Left
augmented_audio_dataset\Four\pitch_down_365.wav,Four
augmented_audio_dataset\zero\speed_down_1509.wav,zero
augmented_audio_dataset\Marvin\original_645.wav,Marvin
augmented_audio_dataset\Six\shift_forward_1113.wav,Six
augmented_audio_dataset\Follow\shift_backward_249.wav,Follow
augmented_audio_dataset\yes\reversed_1480.wav,yes
augmented_audio_dataset\up\noise_1363.wav,up
augmented_audio_dataset\No\speed_down_759.wav,No
processed_recorded_audio\Seven\Seven_39.wav,Seven
augmented_audio_dataset\visual\original_1431.wav,visual
augmented_audio_dataset\up\speed_up_1360.wav,up
augmented_audio_dataset\Five\shift_backward_242.wav,Five
augmented_audio_dataset\No\shift_backward_767.wav,No
processed_recorded_audio\Marvin\Marvin_06.wav,Marvin
augmented_audio_dataset\On\speed_down_861.wav,On
augmented_audio_dataset\House\shift_forward_507.wav,House
augmented_audio_dataset\yes\pitch_down_1474.wav,yes
processed_recorded_audio\On\On_16.wav,On
processed_recorded_audio\up\up_51.wav,up
augmented_audio_dataset\House\speed_down_495.wav,House
augmented_audio_dataset\Eight\pitch_down_183.wav,Eight
augmented_audio_dataset\One\noise_887.wav,One
augmented_audio_dataset\Right\volume_down_940.wav,Right
augmented_audio_dataset\yes\speed_down_1495.wav,yes
processed_recorded_audio\Eight\Eight_18.wav,Eight
augmented_audio_dataset\On\volume_up_845.wav,On
augmented_audio_dataset\Sheila\reversed_1048.wav,Sheila
augmented_audio_dataset\Happy\volume_up_441.wav,Happy
augmented_audio_dataset\Off\volume_up_812.wav,Off
augmented_audio_dataset\Sheila\shift_backward_1077.wav,Sheila
augmented_audio_dataset\Left\volume_up_616.wav,Left
augmented_audio_dataset\Left\shift_backward_628.wav,Left
augmented_audio_dataset\Stop\speed_up_1165.wav,Stop
augmented_audio_dataset\House\shift_forward_495.wav,House
augmented_audio_dataset\Five\volume_up_237.wav,Five
augmented_audio_dataset\Left\original_609.wav,Left
augmented_audio_dataset\Five\noise_237.wav,Five
augmented_audio_dataset\Dog\pitch_up_107.wav,Dog
augmented_audio_dataset\On\reversed_846.wav,On
augmented_audio_dataset\Bed\speed_down_35.wav,Bed
augmented_audio_dataset\Happy\pitch_down_465.wav,Happy
augmented_audio_dataset\up\shift_forward_1384.wav,up
augmented_audio_dataset\Six\shift_backward_1117.wav,Six
augmented_audio_dataset\two\pitch_down_1317.wav,two
augmented_audio_dataset\up\original_1339.wav,up
augmented_audio_dataset\up\reversed_1345.wav,up
augmented_audio_dataset\Six\volume_down_1084.wav,Six
augmented_audio_dataset\Seven\reversed_1027.wav,Seven
augmented_audio_dataset\Marvin\shift_forward_638.wav,Marvin
augmented_audio_dataset\up\volume_down_1368.wav,up
augmented_audio_dataset\two\shift_backward_1303.wav,two
augmented_audio_dataset\Forward\shift_forward_288.wav,Forward
augmented_audio_dataset\Five\original_228.wav,Five
augmented_audio_dataset\Stop\shift_backward_1162.wav,Stop
augmented_audio_dataset\Six\pitch_up_1085.wav,Six
processed_recorded_audio\yes\yes_41.wav,yes
augmented_audio_dataset\Down\volume_up_141.wav,Down
augmented_audio_dataset\Go\pitch_up_418.wav,Go
augmented_audio_dataset\Forward\shift_forward_321.wav,Forward
augmented_audio_dataset\Four\noise_380.wav,Four
augmented_audio_dataset\House\speed_down_498.wav,House
augmented_audio_dataset\Marvin\pitch_up_660.wav,Marvin
augmented_audio_dataset\Bed\noise_57.wav,Bed
augmented_audio_dataset\Six\reversed_1083.wav,Six
augmented_audio_dataset\Seven\noise_983.wav,Seven
augmented_audio_dataset\Marvin\speed_down_669.wav,Marvin
augmented_audio_dataset\visual\reversed_1432.wav,visual
augmented_audio_dataset\Sheila\speed_up_1060.wav,Sheila
augmented_audio_dataset\Sheila\shift_backward_1052.wav,Sheila
augmented_audio_dataset\On\pitch_up_869.wav,On
augmented_audio_dataset\House\shift_forward_493.wav,House
augmented_audio_dataset\Stop\speed_up_1149.wav,Stop
augmented_audio_dataset\Marvin\volume_down_637.wav,Marvin
augmented_audio_dataset\Eight\volume_down_179.wav,Eight
augmented_audio_dataset\Four\shift_backward_371.wav,Four
augmented_audio_dataset\On\volume_down_836.wav,On
augmented_audio_dataset\Eight\speed_down_199.wav,Eight
augmented_audio_dataset\Sheila\volume_down_1052.wav,Sheila
augmented_audio_dataset\Sheila\pitch_up_1079.wav,Sheila
augmented_audio_dataset\One\pitch_up_906.wav,One
augmented_audio_dataset\tree\speed_down_1268.wav,tree
augmented_audio_dataset\up\volume_down_1364.wav,up
augmented_audio_dataset\Stop\speed_down_1137.wav,Stop
augmented_audio_dataset\Go\volume_down_436.wav,Go
augmented_audio_dataset\Seven\reversed_1017.wav,Seven
augmented_audio_dataset\Happy\noise_443.wav,Happy
augmented_audio_dataset\two\shift_forward_1294.wav,two
augmented_audio_dataset\up\pitch_down_1339.wav,up
augmented_audio_dataset\Stop\original_1123.wav,Stop
augmented_audio_dataset\two\volume_down_1319.wav,two
augmented_audio_dataset\visual\volume_up_1441.wav,visual
augmented_audio_dataset\Dog\noise_108.wav,Dog
augmented_audio_dataset\Forward\shift_backward_292.wav,Forward
augmented_audio_dataset\Bird\pitch_up_83.wav,Bird
augmented_audio_dataset\Sheila\reversed_1052.wav,Sheila
augmented_audio_dataset\three\reversed_1180.wav,three
augmented_audio_dataset\On\shift_forward_837.wav,On
augmented_audio_dataset\zero\speed_up_1523.wav,zero
augmented_audio_dataset\Go\reversed_407.wav,Go
augmented_audio_dataset\Follow\shift_backward_262.wav,Follow
processed_recorded_audio\Right\Right_54.wav,Right
augmented_audio_dataset\Forward\pitch_up_327.wav,Forward
augmented_audio_dataset\Bed\reversed_63.wav,Bed
augmented_audio_dataset\two\speed_down_1312.wav,two
augmented_audio_dataset\Left\speed_up_630.wav,Left
augmented_audio_dataset\No\reversed_764.wav,No
augmented_audio_dataset\Sheila\original_1077.wav,Sheila
augmented_audio_dataset\up\pitch_down_1396.wav,up
augmented_audio_dataset\Forward\original_307.wav,Forward
augmented_audio_dataset\Off\pitch_up_780.wav,Off
processed_recorded_audio\Nine\Nine_07.wav,Nine
augmented_audio_dataset\up\shift_forward_1396.wav,up
augmented_audio_dataset\Eight\shift_backward_193.wav,Eight
augmented_audio_dataset\Stop\shift_forward_1153.wav,Stop
augmented_audio_dataset\zero\shift_forward_1513.wav,zero
augmented_audio_dataset\up\shift_backward_1353.wav,up
augmented_audio_dataset\Eight\volume_down_176.wav,Eight
processed_recorded_audio\One\One_38.wav,One
augmented_audio_dataset\Six\speed_up_1090.wav,Six
augmented_audio_dataset\Seven\volume_up_1030.wav,Seven
augmented_audio_dataset\No\volume_down_766.wav,No
augmented_audio_dataset\Six\speed_down_1088.wav,Six
augmented_audio_dataset\up\shift_forward_1364.wav,up
augmented_audio_dataset\Forward\original_304.wav,Forward
augmented_audio_dataset\Backward\speed_up_23.wav,Backward
augmented_audio_dataset\Seven\pitch_up_1033.wav,Seven
augmented_audio_dataset\Follow\speed_down_286.wav,Follow
augmented_audio_dataset\three\volume_down_1177.wav,three
augmented_audio_dataset\zero\reversed_1513.wav,zero
augmented_audio_dataset\visual\volume_down_1433.wav,visual
augmented_audio_dataset\tree\shift_forward_1247.wav,tree
augmented_audio_dataset\Backward\pitch_up_21.wav,Backward
augmented_audio_dataset\Four\reversed_371.wav,Four
augmented_audio_dataset\Happy\pitch_down_461.wav,Happy
augmented_audio_dataset\yes\reversed_1502.wav,yes
augmented_audio_dataset\Marvin\original_658.wav,Marvin
augmented_audio_dataset\up\reversed_1365.wav,up
augmented_audio_dataset\Right\speed_up_962.wav,Right
augmented_audio_dataset\Six\pitch_down_1096.wav,Six
augmented_audio_dataset\Bird\volume_up_91.wav,Bird
augmented_audio_dataset\Four\volume_up_359.wav,Four
augmented_audio_dataset\Bird\reversed_95.wav,Bird
augmented_audio_dataset\House\volume_up_493.wav,House
processed_recorded_audio\two\two_03.wav,two
augmented_audio_dataset\Four\volume_down_346.wav,Four
augmented_audio_dataset\tree\noise_1250.wav,tree
processed_recorded_audio\tree\tree_40.wav,tree
augmented_audio_dataset\Bed\speed_up_53.wav,Bed
augmented_audio_dataset\Bed\speed_down_46.wav,Bed
augmented_audio_dataset\Learn\reversed_574.wav,Learn
augmented_audio_dataset\Right\shift_forward_957.wav,Right
augmented_audio_dataset\House\reversed_504.wav,House
augmented_audio_dataset\Eight\original_206.wav,Eight
augmented_audio_dataset\Stop\volume_down_1148.wav,Stop
augmented_audio_dataset\Nine\reversed_705.wav,Nine
augmented_audio_dataset\Forward\reversed_325.wav,Forward
augmented_audio_dataset\Marvin\noise_675.wav,Marvin
augmented_audio_dataset\Left\reversed_602.wav,Left
augmented_audio_dataset\Off\shift_forward_792.wav,Off
processed_recorded_audio\One\One_14.wav,One
augmented_audio_dataset\Left\speed_down_622.wav,Left
augmented_audio_dataset\wow\volume_up_1446.wav,wow
augmented_audio_dataset\Seven\volume_down_1007.wav,Seven
augmented_audio_dataset\Nine\shift_backward_724.wav,Nine
processed_recorded_audio\Five\Five_32.wav,Five
augmented_audio_dataset\House\volume_up_527.wav,House
augmented_audio_dataset\Happy\reversed_475.wav,Happy
augmented_audio_dataset\Seven\speed_up_990.wav,Seven
augmented_audio_dataset\Left\original_582.wav,Left
augmented_audio_dataset\On\noise_848.wav,On
processed_recorded_audio\Eight\Eight_24.wav,Eight
augmented_audio_dataset\yes\shift_backward_1506.wav,yes
augmented_audio_dataset\Stop\volume_up_1127.wav,Stop
augmented_audio_dataset\Nine\reversed_688.wav,Nine
augmented_audio_dataset\Four\shift_forward_337.wav,Four
augmented_audio_dataset\tree\reversed_1254.wav,tree
augmented_audio_dataset\Left\shift_backward_600.wav,Left
augmented_audio_dataset\Left\pitch_down_615.wav,Left
augmented_audio_dataset\wow\shift_backward_1461.wav,wow
augmented_audio_dataset\One\speed_down_877.wav,One
augmented_audio_dataset\Five\volume_down_238.wav,Five
augmented_audio_dataset\No\volume_up_758.wav,No
augmented_audio_dataset\Backward\volume_up_1.wav,Backward
augmented_audio_dataset\Down\shift_forward_170.wav,Down
augmented_audio_dataset\Nine\shift_forward_714.wav,Nine
augmented_audio_dataset\Follow\reversed_281.wav,Follow
augmented_audio_dataset\yes\original_1492.wav,yes
augmented_audio_dataset\zero\reversed_1516.wav,zero
augmented_audio_dataset\Go\volume_down_402.wav,Go
processed_recorded_audio\Nine\Nine_30.wav,Nine
augmented_audio_dataset\On\pitch_down_823.wav,On
augmented_audio_dataset\Right\reversed_934.wav,Right
augmented_audio_dataset\yes\pitch_down_1472.wav,yes
augmented_audio_dataset\Stop\pitch_down_1159.wav,Stop
augmented_audio_dataset\up\pitch_up_1346.wav,up
augmented_audio_dataset\Four\original_365.wav,Four
augmented_audio_dataset\Marvin\speed_down_671.wav,Marvin
augmented_audio_dataset\Forward\original_316.wav,Forward
augmented_audio_dataset\House\speed_up_527.wav,House
processed_recorded_audio\Nine\Nine_45.wav,Nine
augmented_audio_dataset\Down\reversed_160.wav,Down
augmented_audio_dataset\yes\speed_up_1505.wav,yes
augmented_audio_dataset\Dog\original_111.wav,Dog
processed_recorded_audio\Six\Six_04.wav,Six
augmented_audio_dataset\yes\volume_down_1467.wav,yes
augmented_audio_dataset\Five\pitch_up_243.wav,Five
augmented_audio_dataset\Happy\original_450.wav,Happy
augmented_audio_dataset\Down\shift_backward_166.wav,Down
augmented_audio_dataset\Happy\pitch_down_452.wav,Happy
augmented_audio_dataset\Follow\shift_forward_246.wav,Follow
augmented_audio_dataset\Go\speed_down_409.wav,Go
augmented_audio_dataset\Left\volume_up_630.wav,Left
augmented_audio_dataset\Happy\noise_463.wav,Happy
augmented_audio_dataset\Four\speed_up_376.wav,Four
augmented_audio_dataset\tree\original_1272.wav,tree
processed_recorded_audio\Nine\Nine_38.wav,Nine
augmented_audio_dataset\Seven\original_1002.wav,Seven
augmented_audio_dataset\tree\reversed_1264.wav,tree
augmented_audio_dataset\up\volume_up_1342.wav,up
augmented_audio_dataset\Dog\speed_down_112.wav,Dog
augmented_audio_dataset\House\volume_down_500.wav,House
augmented_audio_dataset\wow\volume_up_1457.wav,wow
augmented_audio_dataset\tree\volume_up_1266.wav,tree
augmented_audio_dataset\up\shift_backward_1366.wav,up
augmented_audio_dataset\Seven\volume_down_1029.wav,Seven
processed_recorded_audio\Bird\Bird_31.wav,Bird
augmented_audio_dataset\House\noise_493.wav,House
augmented_audio_dataset\Sheila\shift_backward_1069.wav,Sheila
augmented_audio_dataset\three\pitch_down_1197.wav,three
augmented_audio_dataset\yes\shift_forward_1485.wav,yes
augmented_audio_dataset\On\speed_down_860.wav,On
processed_recorded_audio\up\up_36.wav,up
augmented_audio_dataset\Four\volume_up_340.wav,Four
augmented_audio_dataset\Follow\original_265.wav,Follow
augmented_audio_dataset\Off\volume_down_804.wav,Off
processed_recorded_audio\Stop\Stop_08.wav,Stop
augmented_audio_dataset\Forward\noise_292.wav,Forward
augmented_audio_dataset\Backward\pitch_up_10.wav,Backward
augmented_audio_dataset\visual\noise_1444.wav,visual
augmented_audio_dataset\Down\reversed_152.wav,Down
augmented_audio_dataset\Six\volume_up_1103.wav,Six
augmented_audio_dataset\Off\volume_down_818.wav,Off
augmented_audio_dataset\Marvin\shift_backward_670.wav,Marvin
augmented_audio_dataset\tree\speed_up_1232.wav,tree
augmented_audio_dataset\Six\volume_down_1091.wav,Six
augmented_audio_dataset\yes\pitch_down_1479.wav,yes
augmented_audio_dataset\House\speed_down_502.wav,House
augmented_audio_dataset\Marvin\speed_up_648.wav,Marvin
augmented_audio_dataset\Sheila\speed_down_1064.wav,Sheila
augmented_audio_dataset\Dog\shift_backward_119.wav,Dog
augmented_audio_dataset\One\speed_down_900.wav,One
augmented_audio_dataset\Bed\original_59.wav,Bed
processed_recorded_audio\Right\Right_18.wav,Right
augmented_audio_dataset\up\reversed_1386.wav,up
augmented_audio_dataset\Happy\shift_backward_478.wav,Happy
augmented_audio_dataset\Dog\speed_down_108.wav,Dog
augmented_audio_dataset\two\speed_up_1310.wav,two
augmented_audio_dataset\Stop\speed_up_1174.wav,Stop
augmented_audio_dataset\House\noise_521.wav,House
augmented_audio_dataset\Bird\pitch_down_85.wav,Bird
augmented_audio_dataset\Right\volume_down_982.wav,Right
augmented_audio_dataset\Four\volume_down_380.wav,Four
augmented_audio_dataset\visual\speed_down_1410.wav,visual
augmented_audio_dataset\Learn\shift_backward_577.wav,Learn
augmented_audio_dataset\Follow\shift_backward_258.wav,Follow
augmented_audio_dataset\three\speed_up_1206.wav,three
augmented_audio_dataset\tree\noise_1231.wav,tree
augmented_audio_dataset\Sheila\volume_down_1074.wav,Sheila
augmented_audio_dataset\No\speed_down_760.wav,No
processed_recorded_audio\Forward\Forward_32.wav,Forward
augmented_audio_dataset\wow\reversed_1447.wav,wow
augmented_audio_dataset\House\speed_down_532.wav,House
augmented_audio_dataset\zero\noise_1527.wav,zero
processed_recorded_audio\Stop\Stop_14.wav,Stop
augmented_audio_dataset\up\volume_down_1393.wav,up
augmented_audio_dataset\tree\volume_up_1234.wav,tree
augmented_audio_dataset\Dog\pitch_down_133.wav,Dog
augmented_audio_dataset\up\volume_down_1397.wav,up
augmented_audio_dataset\On\speed_down_843.wav,On
augmented_audio_dataset\Backward\shift_forward_3.wav,Backward
augmented_audio_dataset\Stop\speed_down_1123.wav,Stop
augmented_audio_dataset\Down\speed_down_158.wav,Down
augmented_audio_dataset\House\reversed_549.wav,House
processed_recorded_audio\Five\Five_01.wav,Five
augmented_audio_dataset\Seven\original_1010.wav,Seven
augmented_audio_dataset\Learn\pitch_up_574.wav,Learn
augmented_audio_dataset\Sheila\speed_down_1048.wav,Sheila
processed_recorded_audio\two\two_18.wav,two
augmented_audio_dataset\Bed\reversed_65.wav,Bed
augmented_audio_dataset\Four\volume_down_364.wav,Four
augmented_audio_dataset\Seven\speed_up_987.wav,Seven
processed_recorded_audio\Happy\Happy_43.wav,Happy
augmented_audio_dataset\Four\pitch_up_355.wav,Four
augmented_audio_dataset\Stop\pitch_down_1153.wav,Stop
augmented_audio_dataset\Marvin\volume_down_656.wav,Marvin
augmented_audio_dataset\Learn\volume_up_553.wav,Learn
augmented_audio_dataset\Left\pitch_up_620.wav,Left
augmented_audio_dataset\No\volume_up_745.wav,No
augmented_audio_dataset\Four\shift_backward_374.wav,Four
augmented_audio_dataset\Stop\original_1134.wav,Stop
augmented_audio_dataset\tree\shift_forward_1238.wav,tree
augmented_audio_dataset\Forward\volume_down_295.wav,Forward
augmented_audio_dataset\Bed\speed_down_37.wav,Bed
augmented_audio_dataset\Bird\volume_down_81.wav,Bird
augmented_audio_dataset\up\volume_down_1339.wav,up
augmented_audio_dataset\up\speed_up_1362.wav,up
augmented_audio_dataset\visual\pitch_up_1427.wav,visual
augmented_audio_dataset\No\pitch_up_746.wav,No
augmented_audio_dataset\up\volume_down_1379.wav,up
augmented_audio_dataset\Left\speed_up_605.wav,Left
augmented_audio_dataset\One\pitch_down_912.wav,One
augmented_audio_dataset\Four\speed_down_365.wav,Four
augmented_audio_dataset\Marvin\pitch_up_676.wav,Marvin
augmented_audio_dataset\Down\original_160.wav,Down
augmented_audio_dataset\zero\reversed_1520.wav,zero
augmented_audio_dataset\Sheila\reversed_1046.wav,Sheila
augmented_audio_dataset\One\speed_up_875.wav,One
augmented_audio_dataset\Forward\reversed_306.wav,Forward
augmented_audio_dataset\Marvin\original_643.wav,Marvin
augmented_audio_dataset\Bed\pitch_up_58.wav,Bed
augmented_audio_dataset\Sheila\volume_up_1065.wav,Sheila
augmented_audio_dataset\two\speed_down_1307.wav,two
augmented_audio_dataset\Off\noise_815.wav,Off
augmented_audio_dataset\Forward\volume_down_307.wav,Forward
augmented_audio_dataset\Dog\volume_down_132.wav,Dog
augmented_audio_dataset\up\pitch_down_1397.wav,up
augmented_audio_dataset\Right\volume_up_940.wav,Right
augmented_audio_dataset\On\noise_824.wav,On
augmented_audio_dataset\Follow\volume_down_267.wav,Follow
augmented_audio_dataset\Nine\pitch_up_685.wav,Nine
augmented_audio_dataset\Four\reversed_334.wav,Four
augmented_audio_dataset\One\shift_backward_902.wav,One
augmented_audio_dataset\Right\speed_up_969.wav,Right
augmented_audio_dataset\Off\noise_779.wav,Off
augmented_audio_dataset\Follow\speed_up_264.wav,Follow
augmented_audio_dataset\Forward\volume_down_297.wav,Forward
augmented_audio_dataset\three\shift_backward_1178.wav,three
augmented_audio_dataset\two\speed_down_1309.wav,two
augmented_audio_dataset\Nine\volume_down_720.wav,Nine
augmented_audio_dataset\Right\original_929.wav,Right
processed_recorded_audio\Nine\Nine_05.wav,Nine
augmented_audio_dataset\Bed\speed_up_61.wav,Bed
augmented_audio_dataset\Forward\speed_down_321.wav,Forward
augmented_audio_dataset\visual\pitch_down_1415.wav,visual
augmented_audio_dataset\Four\speed_down_355.wav,Four
augmented_audio_dataset\Nine\pitch_up_703.wav,Nine
augmented_audio_dataset\yes\volume_down_1475.wav,yes
augmented_audio_dataset\House\original_501.wav,House
augmented_audio_dataset\Off\shift_forward_788.wav,Off
augmented_audio_dataset\two\pitch_down_1310.wav,two
augmented_audio_dataset\three\volume_down_1190.wav,three
augmented_audio_dataset\three\shift_forward_1193.wav,three
processed_recorded_audio\House\House_09.wav,House
augmented_audio_dataset\One\original_886.wav,One
augmented_audio_dataset\House\original_503.wav,House
augmented_audio_dataset\Follow\speed_down_262.wav,Follow
augmented_audio_dataset\up\shift_forward_1403.wav,up
augmented_audio_dataset\Follow\speed_up_269.wav,Follow
augmented_audio_dataset\three\speed_down_1198.wav,three
augmented_audio_dataset\No\pitch_up_761.wav,No
augmented_audio_dataset\visual\pitch_up_1420.wav,visual
augmented_audio_dataset\House\shift_forward_542.wav,House
augmented_audio_dataset\One\volume_up_877.wav,One
augmented_audio_dataset\On\pitch_up_847.wav,On
augmented_audio_dataset\One\speed_up_908.wav,One
augmented_audio_dataset\One\original_921.wav,One
augmented_audio_dataset\No\pitch_down_767.wav,No
augmented_audio_dataset\Bird\pitch_down_96.wav,Bird
augmented_audio_dataset\two\pitch_up_1323.wav,two
augmented_audio_dataset\zero\volume_down_1518.wav,zero
augmented_audio_dataset\two\speed_up_1294.wav,two
augmented_audio_dataset\Six\original_1113.wav,Six
augmented_audio_dataset\Happy\noise_440.wav,Happy
augmented_audio_dataset\two\shift_forward_1310.wav,two
augmented_audio_dataset\Backward\reversed_10.wav,Backward
augmented_audio_dataset\House\volume_down_546.wav,House
augmented_audio_dataset\tree\speed_up_1234.wav,tree
processed_recorded_audio\Forward\Forward_17.wav,Forward
processed_recorded_audio\yes\yes_40.wav,yes
augmented_audio_dataset\Six\volume_up_1121.wav,Six
augmented_audio_dataset\Four\shift_forward_374.wav,Four
augmented_audio_dataset\Dog\speed_down_118.wav,Dog
augmented_audio_dataset\tree\shift_backward_1258.wav,tree
augmented_audio_dataset\House\volume_down_549.wav,House
augmented_audio_dataset\Backward\speed_up_29.wav,Backward
augmented_audio_dataset\Stop\speed_down_1164.wav,Stop
augmented_audio_dataset\two\volume_down_1294.wav,two
augmented_audio_dataset\Eight\shift_backward_188.wav,Eight
augmented_audio_dataset\Marvin\noise_645.wav,Marvin
augmented_audio_dataset\three\noise_1209.wav,three
augmented_audio_dataset\Marvin\speed_up_645.wav,Marvin
augmented_audio_dataset\Stop\reversed_1132.wav,Stop
augmented_audio_dataset\House\noise_501.wav,House
augmented_audio_dataset\tree\original_1256.wav,tree
augmented_audio_dataset\Off\speed_up_779.wav,Off
augmented_audio_dataset\Six\pitch_up_1093.wav,Six
augmented_audio_dataset\Eight\volume_up_192.wav,Eight
augmented_audio_dataset\Go\noise_429.wav,Go
augmented_audio_dataset\Happy\speed_up_487.wav,Happy
augmented_audio_dataset\Happy\shift_backward_486.wav,Happy
augmented_audio_dataset\Happy\volume_up_459.wav,Happy
augmented_audio_dataset\Seven\volume_up_999.wav,Seven
augmented_audio_dataset\Right\speed_down_968.wav,Right
augmented_audio_dataset\One\speed_up_924.wav,One
processed_recorded_audio\Four\Four_51.wav,Four
augmented_audio_dataset\Bird\shift_backward_86.wav,Bird
augmented_audio_dataset\Sheila\shift_forward_1062.wav,Sheila
augmented_audio_dataset\two\original_1291.wav,two
augmented_audio_dataset\Happy\reversed_483.wav,Happy
augmented_audio_dataset\On\speed_up_836.wav,On
augmented_audio_dataset\House\noise_497.wav,House
augmented_audio_dataset\tree\shift_backward_1267.wav,tree
augmented_audio_dataset\Nine\pitch_up_688.wav,Nine
augmented_audio_dataset\Follow\shift_backward_276.wav,Follow
augmented_audio_dataset\Happy\speed_up_464.wav,Happy
augmented_audio_dataset\Four\noise_364.wav,Four
augmented_audio_dataset\Happy\speed_down_448.wav,Happy
augmented_audio_dataset\yes\volume_down_1489.wav,yes
augmented_audio_dataset\yes\volume_down_1465.wav,yes
augmented_audio_dataset\Bed\volume_down_50.wav,Bed
augmented_audio_dataset\Right\noise_946.wav,Right
augmented_audio_dataset\Stop\shift_forward_1171.wav,Stop
processed_recorded_audio\up\up_64.wav,up
augmented_audio_dataset\One\shift_backward_884.wav,One
augmented_audio_dataset\Forward\reversed_294.wav,Forward
augmented_audio_dataset\Five\original_233.wav,Five
augmented_audio_dataset\Five\volume_up_212.wav,Five
augmented_audio_dataset\yes\shift_backward_1492.wav,yes
augmented_audio_dataset\Off\pitch_down_817.wav,Off
augmented_audio_dataset\No\speed_up_758.wav,No
augmented_audio_dataset\One\shift_backward_896.wav,One
augmented_audio_dataset\Sheila\pitch_down_1038.wav,Sheila
augmented_audio_dataset\Happy\speed_down_472.wav,Happy
augmented_audio_dataset\two\volume_up_1306.wav,two
augmented_audio_dataset\wow\speed_up_1462.wav,wow
augmented_audio_dataset\Four\reversed_389.wav,Four
augmented_audio_dataset\up\original_1373.wav,up
augmented_audio_dataset\wow\pitch_down_1453.wav,wow
augmented_audio_dataset\Bed\pitch_down_46.wav,Bed
augmented_audio_dataset\Learn\pitch_up_555.wav,Learn
augmented_audio_dataset\Sheila\speed_down_1057.wav,Sheila
augmented_audio_dataset\One\reversed_883.wav,One
augmented_audio_dataset\zero\shift_forward_1518.wav,zero
augmented_audio_dataset\Bird\speed_down_70.wav,Bird
augmented_audio_dataset\Sheila\volume_up_1048.wav,Sheila
augmented_audio_dataset\Eight\original_180.wav,Eight
augmented_audio_dataset\up\volume_up_1369.wav,up
augmented_audio_dataset\Stop\volume_down_1124.wav,Stop
augmented_audio_dataset\Follow\original_271.wav,Follow
augmented_audio_dataset\tree\shift_forward_1248.wav,tree
augmented_audio_dataset\On\pitch_up_833.wav,On
augmented_audio_dataset\Seven\reversed_1022.wav,Seven
augmented_audio_dataset\Backward\pitch_up_4.wav,Backward
augmented_audio_dataset\tree\reversed_1273.wav,tree
augmented_audio_dataset\Nine\original_703.wav,Nine
augmented_audio_dataset\Down\pitch_up_160.wav,Down
augmented_audio_dataset\yes\pitch_up_1487.wav,yes
augmented_audio_dataset\tree\pitch_up_1267.wav,tree
augmented_audio_dataset\Follow\pitch_up_277.wav,Follow
augmented_audio_dataset\Forward\noise_332.wav,Forward
augmented_audio_dataset\yes\noise_1500.wav,yes
processed_recorded_audio\Stop\Stop_05.wav,Stop
augmented_audio_dataset\yes\original_1494.wav,yes
augmented_audio_dataset\Go\speed_down_432.wav,Go
augmented_audio_dataset\visual\original_1441.wav,visual
augmented_audio_dataset\zero\volume_up_1537.wav,zero
augmented_audio_dataset\three\noise_1220.wav,three
augmented_audio_dataset\Stop\noise_1122.wav,Stop
augmented_audio_dataset\Happy\volume_down_470.wav,Happy
