file_path,category,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
augmented_audio_dataset\One\pitch_down_878.wav,One,-475.20453,14.885315,3.276162,2.744985,2.0372808,1.4095006,1.0827789,0.39345768,-0.35797665,0.80666816,-0.18012208,-0.014055495,-0.6039498,0.33211333
augmented_audio_dataset\Bird\pitch_up_70.wav,Bird,-518.8253,20.922277,-0.40976885,-2.2744555,0.45372936,-0.29086152,-2.2308924,-3.1433494,-1.9659936,-0.53748757,-0.7987851,-1.5217346,-1.8881587,-1.1390136
augmented_audio_dataset\Bed\original_36.wav,Bed,-522.5364,12.297665,0.5986106,2.829881,3.675462,-0.9844018,-2.4166148,-1.3459343,1.1858126,0.016521648,-0.71560603,0.32930288,-0.24783671,0.5541591
augmented_audio_dataset\Bird\volume_up_77.wav,Bird,-446.66162,12.710667,0.8032572,1.3485225,0.7045226,-0.47691143,-1.539268,-1.5232738,-1.8699887,-1.7638435,-1.0499865,-0.22496876,-0.4160232,-0.15039521
augmented_audio_dataset\Bed\speed_down_44.wav,Bed,-493.3121,13.61558,-1.4287118,3.8343008,3.2557316,-1.3590741,-2.9696608,-1.1777004,1.0523823,-1.4138489,-0.8729644,0.90183544,0.6835191,0.95548284
augmented_audio_dataset\Off\speed_up_794.wav,Off,-498.9797,9.844924,3.5877335,-0.032762833,-1.4372559,-0.5397818,0.24476185,-0.68782854,0.53279585,0.8722204,-0.55803746,-0.04320508,0.95491755,1.4184316
augmented_audio_dataset\Follow\pitch_down_264.wav,Follow,-469.25696,16.291126,2.515254,0.25262016,-2.2655096,-3.4322817,-1.9316278,-0.14418267,-1.7904451,-1.5946764,-2.0417159,-0.2882468,-1.260299,-0.15718493
augmented_audio_dataset\Dog\speed_up_121.wav,Dog,-474.90555,12.884299,1.656251,0.3141945,-0.9421472,-1.7444578,-1.1644148,-0.60416347,-1.6250937,-1.1763084,-0.88162893,0.27941334,-0.7882463,0.5521982
augmented_audio_dataset\One\shift_forward_879.wav,One,-479.95496,15.034106,2.6935627,3.0827444,2.5722,-0.26916397,0.9518371,0.8709479,-0.114699334,-0.47873664,-0.17795964,-0.46100637,-0.21382357,1.6689095
augmented_audio_dataset\Down\shift_forward_164.wav,Down,-486.85202,15.430264,1.961669,0.8313597,-2.1092703,-0.72432405,0.5564673,-0.915718,-2.4515476,-1.3380833,-1.1383743,-1.4596295,-0.51920754,-0.039523397
augmented_audio_dataset\two\original_1329.wav,two,-440.2721,11.856615,3.6522038,0.18252678,-1.6926522,0.9588458,0.7231264,-2.5243726,-0.54863787,-3.2344937,-1.4010544,-1.5133559,-1.3969635,1.1126783
augmented_audio_dataset\Four\volume_up_375.wav,Four,-472.32797,16.218163,2.94414,-0.48591867,0.9162557,-2.9514923,0.6007392,-0.063638344,0.33303878,-0.3065665,-1.8588898,2.0876966,-0.8337045,1.3385667
processed_recorded_audio\Five\Five_23.wav,Five,-522.5425,8.41915,-1.4582707,2.2047021,-1.1074876,-2.4400535,-2.8745213,-0.34659782,-1.247753,-1.898793,0.37190738,0.29528794,-1.8463147,0.40297294
augmented_audio_dataset\Right\original_953.wav,Right,-500.99225,11.747288,-0.029207412,2.2484715,2.981691,-0.48367503,-2.4491644,-0.5572773,-0.86423486,0.062195722,0.35481387,0.52825403,0.7635884,-0.087757595
augmented_audio_dataset\Right\speed_up_939.wav,Right,-549.17053,7.4454865,-0.21303758,3.001755,1.4773027,-1.7700522,-0.543997,-0.538089,-0.16478918,0.26951987,0.19741806,0.5490846,-0.65036887,0.7872649
augmented_audio_dataset\Left\pitch_up_624.wav,Left,-558.7,6.355555,-0.3556874,5.300172,-0.11325312,0.69633496,-1.4474795,-2.2054744,1.7302585,-0.46113145,0.15013382,0.29280347,0.16894567,0.3978701
augmented_audio_dataset\up\original_1380.wav,up,-551.36584,9.555644,-1.6549112,-0.63768274,-2.5960274,0.68784744,0.18291353,-0.7271221,-0.8996297,0.23557875,0.38005972,-0.7187313,-0.20568714,-0.9479307
augmented_audio_dataset\zero\shift_backward_1533.wav,zero,-490.8358,15.91552,-1.3419269,3.1297638,-1.0737889,0.09544426,-1.8595841,-0.8759667,-2.6764243,-1.8956573,-0.63454443,-1.4710622,0.14086017,0.19534907
augmented_audio_dataset\Seven\shift_forward_995.wav,Seven,-489.03363,8.685025,2.5776403,1.9888598,2.0715642,-0.78177726,-1.4488041,-0.8138105,-1.584768,0.83832,1.1955434,-1.125406,1.0257404,2.2092109
augmented_audio_dataset\Seven\volume_up_1011.wav,Seven,-482.1796,8.986291,2.4024017,4.7003655,1.8974843,1.4625146,-1.6235799,-1.092866,0.7092198,-0.049622286,0.4958231,0.18667814,-0.64725614,1.9156883
augmented_audio_dataset\Go\shift_backward_420.wav,Go,-464.10678,18.22616,8.071198,3.1400049,0.5962206,-1.5145471,1.042178,1.5388347,-1.576286,-2.7672346,-0.31039968,-0.92172116,-1.1577624,1.0379032
augmented_audio_dataset\Learn\speed_up_569.wav,Learn,-465.66333,13.160607,1.0510083,2.2303662,1.7215352,1.6610055,-1.0625818,-3.2208498,-0.82648677,0.7449941,0.220846,-0.40105632,-0.7830168,-0.1750978
augmented_audio_dataset\visual\speed_down_1438.wav,visual,-437.77985,19.34802,0.7693183,3.5294166,0.59692955,-0.2919361,-4.4600997,0.95586187,-3.593662,-1.3152093,-2.7117631,-0.1417643,-2.2617874,0.89426
augmented_audio_dataset\Happy\original_486.wav,Happy,-531.7488,13.912023,1.6653497,5.9458017,4.387467,-2.0865953,-2.8351977,-0.15049993,0.10013969,-0.7397387,-1.0307833,1.1359367,-1.86212,1.0535532
augmented_audio_dataset\House\pitch_up_498.wav,House,-501.88974,8.660739,1.9724972,0.28021502,-1.855295,0.5377096,0.72968817,-0.5736378,1.2870749,-1.4200727,0.2719836,0.87124306,-0.044376988,0.71556157
augmented_audio_dataset\One\original_909.wav,One,-483.94577,15.607878,4.0556526,2.4216626,1.6163934,0.8520935,0.79413766,-0.20793205,-0.792965,0.6065396,-1.3546482,0.2028572,1.2131408,0.86546
augmented_audio_dataset\Five\pitch_up_229.wav,Five,-506.06512,4.9653654,-1.491963,1.7822968,-1.4812496,-2.73362,-2.4317338,-0.5085639,-1.7360855,-0.8223057,-0.2035806,-1.0606538,-1.1222223,-0.31196955
augmented_audio_dataset\Learn\pitch_down_567.wav,Learn,-476.2945,17.166752,1.9007044,3.1048596,2.086146,2.45155,1.8124603,-2.9626143,-3.5767312,0.14415415,-1.4143255,0.47113955,0.9291679,-1.4767617
augmented_audio_dataset\Learn\pitch_down_580.wav,Learn,-465.4327,16.038254,2.1239533,5.200704,3.2922683,3.7796996,-3.0337288,-3.1242337,-2.1093311,0.65530926,-0.066500284,-0.6339375,-0.44207487,-0.4370911
augmented_audio_dataset\Six\pitch_down_1085.wav,Six,-491.92456,1.545227,4.407162,3.8580964,4.04735,2.4971423,-2.6378734,0.34041134,-0.07344789,0.7799505,-0.55211306,1.4831792,-1.3812753,2.8233037
augmented_audio_dataset\One\volume_down_878.wav,One,-479.77472,15.042397,2.509824,2.6954877,1.865223,1.1080825,1.0286416,-0.32426295,0.08708157,0.28249037,-0.5112266,-0.35985565,0.15912011,0.96303934
augmented_audio_dataset\tree\noise_1277.wav,tree,-391.8191,2.044124,0.7607246,8.018211,-2.1112344,0.9061259,-1.1902969,-0.91066366,-2.3834264,-1.3770715,-2.2165155,-0.42601308,-2.7354753,2.4680665
augmented_audio_dataset\up\original_1377.wav,up,-546.5384,9.868669,-1.6807722,-1.1954608,-2.983716,0.74135625,-0.27284905,-1.171519,-0.691662,-0.21005535,0.8051333,-0.86196434,-0.42042473,-0.7885975
augmented_audio_dataset\Go\shift_forward_394.wav,Go,-481.68622,13.507625,4.1341395,0.14084962,-0.05178046,-1.9536545,0.17632128,0.3661254,0.06131332,-0.9225421,-1.2839521,-0.17966653,-0.7627977,0.4931126
augmented_audio_dataset\One\original_904.wav,One,-510.3754,17.501158,3.6763744,3.187086,2.551606,-0.6586484,0.5244002,1.2192334,-0.7089768,0.0292463,0.053069267,-0.5655315,-0.2897888,1.7667539
augmented_audio_dataset\Eight\shift_backward_173.wav,Eight,-503.6451,7.5039287,-1.0837936,3.4493833,-0.13681331,-2.6664953,-1.7858716,-0.48336744,-1.3177879,-1.7608919,-0.69410986,0.076239616,-0.7024266,-0.39016038
augmented_audio_dataset\visual\pitch_down_1427.wav,visual,-311.74252,78.416504,-1.5741688,21.634996,-0.07618363,10.024791,-12.309972,3.7466824,-5.5938916,-2.6342838,-10.5716505,-2.5720344,-6.7707887,-3.2519999
augmented_audio_dataset\zero\pitch_down_1515.wav,zero,-388.70877,57.708237,8.577949,4.8687534,-0.6977254,8.859935,-1.7628574,-5.0194397,-0.01960546,-8.777406,-5.0204315,-2.5412583,-5.963273,-0.64172703
augmented_audio_dataset\zero\original_1520.wav,zero,-489.30295,13.978681,0.39360002,3.5687442,-2.627726,1.5880146,-2.0494933,-1.1691223,-2.3142161,-2.0940397,-0.5731141,-1.0236088,-0.5503433,0.6698383
augmented_audio_dataset\On\reversed_842.wav,On,-481.86066,18.989195,0.62848884,-0.49945816,-0.38509074,-1.2602024,-1.1406158,0.6673503,-0.4706673,1.2131658,0.0064569553,0.013230828,0.5987561,1.6763629
processed_recorded_audio\Left\Left_39.wav,Left,-597.36743,6.3105206,-0.97636324,4.5005217,0.76105565,0.4579834,0.2531867,-2.7860556,-0.22054677,0.016703855,-0.49713865,0.7190867,-1.0564824,1.5654417
augmented_audio_dataset\Bed\reversed_55.wav,Bed,-508.9936,12.047785,0.002509099,4.734216,3.6361403,-2.2730641,-2.0563285,-1.9071053,0.3057625,0.6742692,-1.7589263,0.9252121,1.268183,0.22317928
augmented_audio_dataset\up\volume_down_1351.wav,up,-531.98004,7.0222683,-0.53391844,-1.2207065,-3.1987762,1.6361321,-0.16571121,-0.78668964,-0.49882475,-0.5335784,0.698775,-0.6383349,-0.90061444,-0.7750031
augmented_audio_dataset\Sheila\speed_up_1068.wav,Sheila,-506.1856,8.9523535,2.395399,3.073849,1.3776467,-0.041393254,-0.57095325,-1.3266238,0.11545729,0.9806218,1.1981139,-0.27532837,-0.1163679,1.0499017
augmented_audio_dataset\No\reversed_733.wav,No,-508.2909,13.998336,3.9333365,4.480073,0.54482466,-0.65959674,0.5507792,-1.0067512,-0.86068183,0.20184119,0.044296812,0.048778012,-0.9195296,0.19731756
augmented_audio_dataset\Follow\shift_forward_257.wav,Follow,-472.36624,15.067232,2.4807029,-1.4111599,-0.90330964,-2.826933,-1.9657943,-1.4086018,-2.027356,-1.5536281,-1.195983,-0.47369263,-0.9892743,0.08611085
augmented_audio_dataset\Forward\volume_up_293.wav,Forward,-522.1515,18.476004,-2.4490464,-1.3459259,4.1233616,-0.28341025,-1.0508991,-3.8105962,-0.72097087,0.044165738,-1.6261295,1.9227655,-0.65635663,0.6017682
augmented_audio_dataset\One\original_884.wav,One,-493.81793,17.196266,3.6052382,2.404221,2.2923863,-0.40244082,1.2914109,0.8718462,-0.36657655,-0.12018121,-0.53734773,0.49734342,-0.37343758,1.720494
augmented_audio_dataset\up\original_1351.wav,up,-531.98114,7.022848,-0.53547615,-1.2209125,-3.197892,1.635327,-0.16707696,-0.78832906,-0.49995232,-0.53252864,0.69862324,-0.6396384,-0.89969224,-0.77396953
augmented_audio_dataset\Four\noise_360.wav,Four,-305.86823,5.753561,1.1196215,0.99107033,-2.4578736,-0.048423085,-2.4977493,0.5564486,-1.6577893,1.3014265,-1.2670491,1.1375108,-0.44839102,2.0929291
augmented_audio_dataset\yes\volume_up_1505.wav,yes,-437.16626,15.577274,1.224003,4.570418,0.23757118,-2.1663666,-3.2514415,0.25503924,-2.06313,-1.5432279,-1.4582922,-0.9148688,1.449127,-0.69096494
augmented_audio_dataset\Nine\speed_down_698.wav,Nine,-521.8783,13.57213,-2.3814979,11.142509,0.7289702,-2.6282847,3.1491094,0.2538716,-0.795654,1.0555515,0.3807463,-0.8392878,-1.8154297,2.2815251
augmented_audio_dataset\Five\speed_up_224.wav,Five,-501.16937,7.725673,-1.3920611,2.9200828,1.0838844,-4.875497,-0.37795,-0.85597813,-2.8090289,-1.4565661,0.11612146,-0.6198928,-0.9744867,-0.07420413
augmented_audio_dataset\Right\speed_down_978.wav,Right,-469.475,11.495699,-0.38100636,5.095263,2.5388138,-2.4205894,-2.0609643,-0.37812304,-0.112426646,-0.44131285,0.7305874,1.0387896,-0.7204926,2.3029194
augmented_audio_dataset\tree\reversed_1281.wav,tree,-505.49603,5.229957,1.8063304,4.513311,-0.5521923,-0.010012682,-0.5616476,-0.6155992,-1.3841431,-1.5377986,-0.64967835,-1.2636322,-0.17153013,-0.027900774
augmented_audio_dataset\House\volume_down_534.wav,House,-494.88504,7.870492,1.3387411,2.0856378,0.9427136,-0.45700422,0.8214602,-1.3372011,1.5025953,-0.50634986,-1.266973,1.5808171,-1.4821632,1.1771495
augmented_audio_dataset\Dog\shift_backward_105.wav,Dog,-440.88855,14.280217,-0.08332081,-0.19957975,-2.0537019,-2.0249972,-1.3357478,-1.1966944,-1.8028613,-2.4168518,-0.30486238,-0.16259527,-1.2588314,0.503082
augmented_audio_dataset\Right\noise_942.wav,Right,-313.52563,2.7832444,-0.0119967,2.51862,-0.63556665,0.60631377,-1.7065161,0.81002504,-1.7471527,1.3856031,-0.93344367,1.363177,-1.1753703,1.0979615
augmented_audio_dataset\Nine\shift_backward_715.wav,Nine,-520.9829,13.478875,-1.2212079,8.4287,-0.8297737,0.033313096,1.9185514,-1.8782204,0.23625976,0.7458251,0.49909142,-0.8137288,-1.6778753,1.745436
augmented_audio_dataset\Eight\shift_backward_197.wav,Eight,-476.88406,6.3704343,-0.3481481,3.613507,-0.17248277,-3.5816824,-2.631773,-0.27598697,-2.0347831,-1.6508296,-0.8056761,0.012051358,-0.79407996,-0.24436693
augmented_audio_dataset\One\reversed_881.wav,One,-488.88177,15.7870035,3.789732,2.786113,1.6057184,0.504432,1.090557,-0.2101798,-0.17011444,0.86669934,-0.11896714,-0.4408388,0.26742536,0.8130088
augmented_audio_dataset\Off\pitch_up_793.wav,Off,-520.0025,11.023716,0.7134532,-2.2209272,-1.5245054,0.6409924,0.8927227,0.014079634,-0.21343805,0.93591803,-0.56437486,0.81685865,1.4333802,-1.032663
augmented_audio_dataset\Four\volume_down_386.wav,Four,-472.62082,13.585163,1.4602537,1.3600757,1.1878196,-1.7450429,1.1626923,-1.8686461,-0.10951664,0.5823328,-2.1330593,1.1473293,-0.102146536,0.5501429
augmented_audio_dataset\Four\original_360.wav,Four,-458.06818,16.745169,3.329935,-1.8105648,0.26825485,-1.9842063,-0.6428036,0.18365917,0.03926616,-0.48619032,0.09328348,1.2377082,-1.0345293,1.9227058
augmented_audio_dataset\Learn\noise_562.wav,Learn,-298.4191,5.397417,0.9695228,2.5081077,-0.88091564,0.97097975,-2.0366163,0.12977803,-2.5671866,0.5997097,-0.96515846,1.3513271,-1.5108113,1.4326155
augmented_audio_dataset\yes\speed_up_1491.wav,yes,-471.79828,4.386333,1.9303857,2.2761416,-1.2123505,-0.20121984,-2.050415,0.93095756,-1.6250103,0.06127156,-0.81010973,-0.16545516,0.11373682,-0.2497685
augmented_audio_dataset\three\speed_down_1188.wav,three,-482.70212,11.549217,1.6590823,5.728766,-0.10910899,-0.6211357,-0.13922212,-0.23928007,-3.7865047,-0.11718129,-2.168381,0.41662976,-2.4792118,1.5230209
augmented_audio_dataset\Go\volume_up_408.wav,Go,-476.15894,14.602141,5.641779,1.5041878,-1.6287521,-1.1333119,0.8071055,0.8267864,-0.53361595,-0.5829793,-1.3591148,-1.2199327,0.14780846,0.7229914
augmented_audio_dataset\No\reversed_775.wav,No,-528.2014,11.578556,2.634702,3.9706564,-1.5756288,-0.90870947,3.4740605,-3.5153766,0.3430934,1.9583037,-0.6961876,0.43092346,-1.1724027,1.9998813
processed_recorded_audio\House\House_10.wav,House,-516.6052,9.583353,1.610439,0.7731611,-0.014273261,1.2445623,0.7117159,-1.8409594,1.1057471,-0.45015687,-0.69194186,1.2200875,-1.170354,0.5293521
augmented_audio_dataset\Dog\speed_up_113.wav,Dog,-464.32104,10.54164,1.2233024,-0.28471106,-1.5433505,-0.8509708,-0.9104126,0.02240289,-1.5374935,-1.4736398,-0.59574485,-0.071439065,-0.36402556,-0.142842
augmented_audio_dataset\Backward\shift_backward_34.wav,Backward,-478.7501,14.0817,-0.32195678,-0.10078719,1.1092991,-0.9514022,-3.1854897,-2.4572256,-2.2852683,-1.0861309,-0.7572093,-0.7492743,-1.1408621,-0.51104933
augmented_audio_dataset\Backward\volume_down_3.wav,Backward,-479.23264,20.229914,-0.41301867,-0.9752485,-0.36982858,-2.2658622,-2.8667684,-1.4113185,-1.9516789,-2.1583543,-0.87792057,-0.63831836,-1.0569855,-0.5367113
augmented_audio_dataset\three\speed_up_1216.wav,three,-500.87186,8.399441,2.8676195,3.779711,-0.7241585,1.134275,-1.2246372,0.36683938,-2.2486074,-1.2400861,-1.5536554,0.58764267,-1.8930905,0.44014192
augmented_audio_dataset\House\pitch_down_517.wav,House,-453.89072,8.482791,2.2981062,1.9285947,-0.5630799,2.2341325,0.71386516,-0.65254164,-1.3655714,1.9052423,-0.346899,0.5029551,0.088643625,1.0532297
augmented_audio_dataset\Sheila\speed_down_1066.wav,Sheila,-478.04895,19.234777,2.699919,4.039727,-0.5118383,-0.7922191,0.7774598,-1.0756706,-1.4992299,0.46734002,0.6738143,0.9396932,-0.13109262,1.716211
augmented_audio_dataset\Down\speed_up_136.wav,Down,-491.68018,11.864378,2.0109594,0.674256,-0.4730866,-0.80758774,-0.5682906,-1.3717036,-1.7221893,-0.4321706,-1.0192921,-0.56079507,-0.14000551,-0.57238954
augmented_audio_dataset\Backward\volume_up_31.wav,Backward,-430.77692,16.245586,-1.6910814,-0.61398286,-0.40178412,-3.2229383,-3.9111192,-1.3100411,-1.5233876,-1.922712,-0.5841095,-0.4093487,-0.28148773,0.114299096
processed_recorded_audio\zero\zero_24.wav,zero,-486.24646,13.116668,-0.42341867,3.6093159,-1.11203,1.1016985,-2.3583262,-0.08428701,-3.03444,-1.8637676,-0.6036399,-1.7794656,0.14779475,0.54453385
processed_recorded_audio\Learn\Learn_27.wav,Learn,-476.50278,13.48255,0.53990185,2.1869009,2.19405,-0.2040729,-0.9542828,-4.2670727,-0.87697667,0.2843682,-0.25920337,1.3659203,-1.1703857,1.1247598
augmented_audio_dataset\Happy\volume_up_450.wav,Happy,-509.4731,14.265833,2.2765667,8.932583,3.7505488,-3.0526278,-2.1573942,-0.66063917,-0.09003491,-1.514551,-0.7827097,1.6544994,-1.2236216,1.1338143
augmented_audio_dataset\Happy\shift_forward_467.wav,Happy,-510.8746,13.289178,0.14847861,7.619963,3.067298,-2.7160134,-2.7786417,-0.28982168,-0.37044322,0.5238725,-1.8727173,0.68948793,-0.4780188,0.015125335
augmented_audio_dataset\two\noise_1294.wav,two,-367.16064,6.371358,2.8398366,1.6739156,-3.1894593,0.038633607,-0.7923305,-1.0910664,-1.7986068,-0.8038335,-3.829506,0.18943809,-3.398039,2.2475944
augmented_audio_dataset\Left\shift_forward_630.wav,Left,-598.00006,6.908257,-1.3453294,5.2614946,0.5880936,0.8900136,-0.19416174,-2.6572366,0.4351281,1.8610426,-0.3961489,-0.12482528,-0.4666184,1.7079144
augmented_audio_dataset\No\pitch_up_751.wav,No,-529.0101,13.412793,1.4712344,4.751695,-3.9913719,1.3374858,1.376856,-3.103362,2.503324,0.41829675,-0.13020886,-1.0816028,0.9420584,-0.34797943
augmented_audio_dataset\One\reversed_900.wav,One,-512.0293,17.351204,1.3558763,4.0456347,3.480487,-1.6870887,0.43818402,1.3642086,-1.1877534,-0.31163794,0.20558317,-1.7097797,-0.22346254,2.1292799
augmented_audio_dataset\Six\shift_forward_1112.wav,Six,-490.8578,2.0660882,8.11144,3.0714679,3.2167525,1.7152734,-3.377504,1.8852767,0.45162594,0.9002629,0.28091413,1.4818789,-0.91817147,1.7898544
augmented_audio_dataset\Nine\volume_down_696.wav,Nine,-616.55273,13.155522,-2.2077498,9.640749,1.4747219,-2.6098166,2.94545,0.25968167,-1.7377844,0.58198243,-0.80522686,-0.53476363,-1.7602438,1.0206091
augmented_audio_dataset\two\speed_up_1304.wav,two,-443.38187,11.070402,2.8558195,0.74335533,-2.1554265,0.1744434,1.0590848,-2.4363317,-0.37175834,-2.5803556,-2.019996,-0.6561549,-1.829724,1.9209058
augmented_audio_dataset\Backward\noise_30.wav,Backward,-423.8409,13.449746,-1.3961781,0.14401369,-1.847804,-1.411994,-4.803373,-0.91971,-2.756163,-0.15556522,-2.2695186,0.09151904,-3.0549974,0.6162779
augmented_audio_dataset\Stop\volume_down_1130.wav,Stop,-492.8237,10.961775,2.0500588,0.6535712,-1.2366749,-1.0476911,0.39116293,-0.18461882,-0.3684396,-0.009905554,0.21423532,1.1468319,-0.31613404,1.520304
augmented_audio_dataset\Stop\speed_down_1146.wav,Stop,-510.96198,11.383557,3.2688656,1.2775329,-1.5619487,-1.4494122,0.8674131,0.44581828,-1.1179879,-0.39167303,0.47065997,1.1947176,-0.73105085,1.795203
augmented_audio_dataset\Learn\shift_backward_569.wav,Learn,-457.1538,15.72712,0.7176249,2.7964892,1.8568649,1.8921201,-1.1991745,-3.5765564,-0.89958996,0.8472254,0.18141174,-0.6150989,-0.9730598,-0.1869692
augmented_audio_dataset\Bird\volume_up_68.wav,Bird,-454.91132,15.285097,1.2963699,0.5656391,1.9538512,-1.3400396,-2.5705245,-2.155586,-1.7379527,-0.61394995,-0.5884526,-0.60807264,-0.9334783,-0.69377905
augmented_audio_dataset\Nine\noise_692.wav,Nine,-372.5969,2.5990262,-1.7219207,5.278531,-1.5232964,0.111131914,-0.6467877,0.8578116,-1.2583243,1.4272041,-1.5250715,1.2647387,-1.9335725,1.4315877
augmented_audio_dataset\yes\pitch_up_1491.wav,yes,-525.1481,4.8434267,2.7615457,1.4564437,-1.5614274,-1.2619542,-1.3196975,0.19075362,-2.0149288,0.5328649,-1.2148719,0.8381272,-0.5814947,-0.914865
augmented_audio_dataset\Go\volume_down_416.wav,Go,-482.40073,16.366163,5.4821935,2.6447756,1.8291916,-1.1847547,0.013822409,0.124496445,-0.35579568,-1.8329837,-0.73461926,0.09330718,-0.8308464,0.51014894
augmented_audio_dataset\Seven\volume_down_985.wav,Seven,-493.13873,10.518409,2.1527674,3.203748,2.3466172,0.108740695,-1.206637,-1.0597585,0.55278295,0.35197952,0.7606517,0.5654447,-0.30075172,2.0629723
augmented_audio_dataset\visual\reversed_1422.wav,visual,-474.05746,13.454142,0.077607855,4.629905,0.600968,-0.81423414,-2.798431,0.25839645,-3.001816,-0.48078093,-3.2543452,0.43440607,-1.1061378,0.18265337
augmented_audio_dataset\Down\pitch_up_162.wav,Down,-474.7308,14.522754,2.0773573,2.3860548,-0.9508256,-2.3147993,-0.9146987,-1.9933586,-1.8378662,-1.0202805,-1.6001426,0.17134959,0.09059517,-1.660658
augmented_audio_dataset\visual\reversed_1406.wav,visual,-496.25418,11.375938,0.5825978,3.7072062,-0.21372548,0.51935667,-1.3224666,-0.22768699,-2.715453,-0.8605533,-2.6345518,0.3551642,-1.917602,0.4117752
augmented_audio_dataset\Four\pitch_down_353.wav,Four,-523.8359,18.380148,2.1441956,-3.1886022,1.7535237,-0.60549587,-2.4031904,0.18182985,1.2248448,0.20605338,-2.9279788,2.0271947,-0.39530846,-0.4827386
augmented_audio_dataset\Seven\speed_up_1001.wav,Seven,-529.8329,8.714111,2.0904663,2.9403262,1.3002385,0.18619703,-1.7635043,-0.964029,-0.07452716,0.2362728,0.820616,-0.3662171,-0.23822199,1.4845972
augmented_audio_dataset\Down\reversed_161.wav,Down,-462.42654,15.590842,2.3376296,2.2757754,0.15191276,-0.9617843,-1.0867649,-1.0443383,-1.8607551,-0.37629253,-1.1525918,-0.98331624,0.114786625,-0.8694629
augmented_audio_dataset\Happy\pitch_down_483.wav,Happy,-519.5428,12.982923,-1.2925509,7.181824,4.2188277,0.3282533,-2.3614016,-0.37011772,-1.4647532,0.60579604,-2.5594168,0.56203884,0.014665507,-0.7063414
augmented_audio_dataset\two\pitch_down_1295.wav,two,-447.1034,10.011349,5.201837,0.8983862,-1.2991037,-0.9649097,1.0676788,-0.755171,-3.0060356,1.0178545,-4.2930107,-0.031495005,-3.551481,-0.7928245
augmented_audio_dataset\Follow\original_273.wav,Follow,-462.20547,16.262129,-0.08053947,-0.17494197,-2.1587765,-3.2684617,-1.6652771,-1.871292,-2.2680993,-2.5073152,-1.2090023,-0.07875547,-1.9998305,1.5035872
augmented_audio_dataset\Forward\volume_down_305.wav,Forward,-503.23163,19.293058,2.335714,1.7106506,-1.3365902,-1.2388564,0.7413245,-0.27979448,-1.7650168,-0.6490529,-0.6313942,0.0016585429,0.5000067,-0.259198
augmented_audio_dataset\Go\shift_forward_397.wav,Go,-478.55865,15.161391,4.029056,2.107947,-0.6429471,-1.1342576,-0.03776752,0.46264812,-0.10743721,-1.3236095,-1.6173021,-0.5567452,-1.0656568,0.466775
augmented_audio_dataset\Dog\speed_down_130.wav,Dog,-470.19458,15.716698,2.1585417,0.92365044,-0.33037832,-1.5050393,-1.1452683,-0.77367973,-2.6074896,-2.3590016,-0.112110235,0.24965075,-0.48534942,0.20417184
augmented_audio_dataset\Stop\speed_down_1138.wav,Stop,-495.87305,10.614045,3.5336883,0.11140698,-1.3309993,-1.4001132,0.8174167,-0.518989,-1.2383132,-0.003693769,0.41303077,1.2339909,0.12818353,2.132469
augmented_audio_dataset\No\noise_747.wav,No,-313.76797,3.9719195,0.582169,2.6921172,-2.1658762,1.0305443,-0.8677647,0.5883435,-1.5816959,1.8898131,-0.7966965,1.2195216,-1.4072953,1.2405411
augmented_audio_dataset\wow\shift_backward_1462.wav,wow,-304.9842,143.25085,-6.0645165,-16.730547,-26.367132,1.2402323,9.924622,-16.771303,2.010416,-10.273764,-5.6512356,-1.94984,0.93806887,-5.230185
processed_recorded_audio\Go\Go_28.wav,Go,-466.6322,15.642871,5.7873654,0.76165694,-0.21022068,-1.7655605,1.242887,-0.31404692,-0.7574514,-1.7527516,-0.31909895,-0.029076876,-0.24400342,0.43769476
augmented_audio_dataset\Stop\shift_backward_1152.wav,Stop,-511.80502,7.581116,2.5229092,0.71064466,-1.1038544,-0.71327925,-0.00013149771,-0.39310366,-0.101012215,-0.24473757,0.03020029,1.083126,-0.8122113,1.03429
processed_recorded_audio\Go\Go_44.wav,Go,-469.3545,12.538132,4.2374725,-0.04385382,-0.38458177,-0.4345737,0.91254014,-0.01865941,-0.2258701,-0.6919075,-1.4727923,-0.4173687,0.12643021,0.14560604
augmented_audio_dataset\Stop\shift_forward_1127.wav,Stop,-519.2289,10.262518,2.434812,1.0679069,-1.5261096,-1.2697619,0.46635622,-0.30371127,-0.50829065,0.0031798538,0.68636256,1.0524434,-0.51956403,1.4268007
processed_recorded_audio\Happy\Happy_37.wav,Happy,-513.40314,14.66949,3.1413224,12.694324,3.5683613,-2.7346277,-1.7297524,-2.1159804,-1.7294136,-0.94883215,-1.0921134,2.1494527,-1.9581901,1.5356414
augmented_audio_dataset\Down\volume_up_152.wav,Down,-454.19257,15.641461,2.2317362,2.4324262,0.17547928,-1.3576647,-2.0497763,-1.3947688,-1.9794272,-1.1860712,-1.9467711,-1.1733146,-0.19855797,-1.8487704
augmented_audio_dataset\zero\speed_up_1532.wav,zero,-449.6822,27.59779,1.1076087,3.9281917,-1.6002426,2.179548,-3.1834238,-0.535192,-5.2095785,-3.8843684,-0.79188275,-3.0483937,0.25370702,0.31993443
